"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Juglandaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Loranthaceae"	"Lythraceae"	"Melanthiaceae"	"Nyssa"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platycarya"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sciadopitys"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"
3090	4025	"Dvur Anšov"	48.776394	16.4207	125	"AWI"	125	2548	4287	3470	17	0	3	12	0	0	0	15	0	11	0	0	0	0	0	0	1	0	0	0	51	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	9	68	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	2
3090	4025	"Dvur Anšov"	48.776394	16.4207	129	"AWI"	129	2631	4404	3591	10	0	19	26	0	0	0	54	0	19	0	0	0	0	0	0	4	0	0	2	140	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	17	124	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	3	0	4	2	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	133	"AWI"	133	2782	4473	3702	6	0	8	7	0	0	0	16	0	7	0	0	0	0	0	0	2	0	0	1	17	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	64	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	135	"AWI"	135	2874	4510	3758	9	0	11	12	0	0	0	22	0	4	0	3	0	0	0	0	2	0	0	1	57	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	28	105	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	4	0	2	3	0	1	1
3090	4025	"Dvur Anšov"	48.776394	16.4207	140	"AWI"	140	2999	4648	3903	10	0	46	3	0	0	0	23	0	0	0	0	0	0	0	0	4	0	1	8	141	0	0	0	0	0	3	0	0	0	0	0	9	0	1	0	0	0	2	0	0	0	0	0	56	82	0	0	0	0	0	0	0	0	0	0	13	0	0	14	0	6	0	9	2	0	4	2
3090	4025	"Dvur Anšov"	48.776394	16.4207	145	"AWI"	145	3210	4730	4038	4	0	38	14	0	0	0	26	0	28	0	0	0	0	0	0	4	0	0	6	78	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	54	153	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	27	0	0	3	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	148	"AWI"	148	3301	4793	4120	4	0	29	14	0	0	0	35	0	25	0	0	0	0	0	0	0	0	0	6	74	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	14	143	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	5	0	18	2	0	9	1
3090	4025	"Dvur Anšov"	48.776394	16.4207	150	"AWI"	150	3343	4855	4175	18	0	20	16	0	0	0	34	0	4	0	0	0	3	0	0	1	0	0	3	63	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	14	65	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	4	1	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	155	"AWI"	155	3563	4932	4302	3	0	72	3	0	0	0	31	0	7	0	0	0	0	0	0	2	0	0	17	92	0	0	0	0	0	3	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	17	57	0	0	0	0	0	1	0	0	0	0	25	0	0	3	0	1	0	11	5	0	10	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	160	"AWI"	160	3700	5058	4440	1	0	12	5	0	0	0	51	0	22	0	0	0	1	0	0	0	0	1	21	100	0	0	0	0	0	2	1	3	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	35	145	0	0	0	0	0	0	0	0	1	0	12	0	0	9	1	19	0	0	2	0	6	1
3090	4025	"Dvur Anšov"	48.776394	16.4207	163	"AWI"	163	3871	5094	4514	0	0	1	0	2	0	1	21	0	45	1	0	0	1	0	0	0	0	0	7	72	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	106	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	4	0	3	0	0	7	1
3090	4025	"Dvur Anšov"	48.776394	16.4207	165	"AWI"	165	3963	5121	4561	0	0	4	0	0	0	0	14	0	6	0	0	0	3	0	0	0	0	0	6	46	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	83	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	11	0	0	3	0	1	3
3090	4025	"Dvur Anšov"	48.776394	16.4207	168	"AWI"	168	4075	5174	4641	0	0	13	2	0	0	0	40	0	81	0	0	0	2	0	0	3	0	0	24	193	0	0	0	0	0	3	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	9	523	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	15	0	7	6	0	7	1
3090	4025	"Dvur Anšov"	48.776394	16.4207	170	"AWI"	170	4121	5225	4696	0	0	4	1	0	0	0	24	0	7	0	0	0	0	0	0	1	0	0	14	55	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	70	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	9	0	1	0	0	1	1
3090	4025	"Dvur Anšov"	48.776394	16.4207	172	"AWI"	172	4334	5257	4764	1	0	13	1	0	0	0	30	0	44	1	0	0	0	0	0	1	0	0	10	115	0	0	0	0	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	234	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	12	0	6	9	0	10	1
3090	4025	"Dvur Anšov"	48.776394	16.4207	175	"AWI"	175	4554	5360	4868	0	0	13	4	0	0	0	23	0	346	0	0	0	0	0	0	0	0	0	35	112	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	12	0	3	1	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	178	"AWI"	178	4639	5552	4997	0	0	1	5	0	5	0	21	0	127	0	0	0	0	0	0	1	0	0	1	236	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	725	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	13	0	0	0	0	0	2
3090	4025	"Dvur Anšov"	48.776394	16.4207	180	"AWI"	180	4671	5743	5077	0	0	1	1	0	0	0	26	0	42	0	0	0	0	0	0	0	0	0	13	90	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	5	310	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	182	"AWI"	182	4795	5884	5234	0	0	2	2	1	0	0	14	0	50	0	0	0	0	0	0	0	1	0	0	113	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	185	"AWI"	185	4900	6229	5457	0	0	1	2	0	0	0	11	0	31	0	0	0	0	0	0	0	0	0	9	102	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	4	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	198	"AWI"	198	5448	7603	6461	0	0	7	10	0	0	0	20	0	91	0	0	0	0	0	0	1	8	0	7	151	2	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	200	"AWI"	200	5503	7868	6616	0	0	4	9	0	0	0	27	0	116	0	0	0	0	0	0	0	9	0	6	124	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	486	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	3	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	210	"AWI"	210	6313	8432	7367	0	0	10	4	0	0	0	15	0	321	0	0	0	0	0	0	0	1	0	1	114	1	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	1	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2
3090	4025	"Dvur Anšov"	48.776394	16.4207	215	"AWI"	215	7399	8656	8010	0	0	9	15	0	0	0	51	0	194	0	0	0	0	0	1	3	13	0	0	355	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	393	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	15	0	3	0	1	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	220	"AWI"	220	8019	9170	8665	0	0	4	4	0	0	0	16	0	125	0	0	0	0	0	0	1	18	0	2	145	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	225	"AWI"	225	8290	9263	8799	0	0	3	12	0	0	0	69	0	173	0	0	0	0	0	0	12	71	0	3	293	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	2	274	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	12	0	10	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	230	"AWI"	230	8465	9425	8929	0	0	9	15	0	0	0	108	0	275	0	0	0	0	0	0	8	43	0	20	387	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	18	2	10	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	235	"AWI"	235	8627	9553	9058	0	0	4	6	0	0	0	42	0	140	0	0	0	0	0	0	4	23	0	6	148	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	2	112	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	7	0	5	0	0	0	1
3090	4025	"Dvur Anšov"	48.776394	16.4207	240	"AWI"	240	8728	9758	9190	0	0	6	13	0	0	0	42	0	194	0	0	0	0	0	1	7	51	0	1	175	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	8	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	245	"AWI"	245	8921	9870	9309	0	0	5	15	0	0	0	40	0	106	0	0	0	0	0	0	5	18	0	6	257	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	250	"AWI"	250	9029	10062	9432	0	0	5	12	0	0	0	23	0	71	0	0	0	0	0	0	0	17	0	3	240	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	252	"AWI"	252	9131	10119	9513	0	0	21	9	0	0	0	23	0	75	0	0	0	0	0	2	1	3	0	0	110	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1
3090	4025	"Dvur Anšov"	48.776394	16.4207	255	"AWI"	255	9234	10241	9637	0	0	3	11	0	0	0	9	0	29	0	0	0	0	0	0	1	5	0	0	191	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	197	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	256	"AWI"	256	9261	10295	9679	0	0	3	15	0	0	0	8	0	12	0	0	0	0	0	1	0	7	0	1	155	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	257	"AWI"	257	9285	10358	9722	0	0	3	8	0	0	0	6	0	21	0	0	0	0	0	0	1	6	0	1	125	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	259	"AWI"	259	9326	10512	9805	0	0	0	7	0	0	0	7	0	7	0	0	0	0	0	0	0	3	0	0	92	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	260	"AWI"	260	9343	10593	9843	0	0	2	12	0	0	0	17	0	14	0	0	0	0	0	0	2	6	0	1	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	261	"AWI"	261	9383	10635	9884	0	0	2	14	0	0	0	13	0	18	0	0	0	0	0	1	1	2	0	1	159	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	263	"AWI"	263	9449	10722	9965	0	0	9	22	0	0	0	27	0	21	0	7	0	0	0	3	0	9	0	0	106	0	0	0	0	0	0	0	0	1	10	0	3	0	0	0	0	0	0	0	1	0	0	0	4	210	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	4	2	0	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	264	"AWI"	264	9470	10783	10002	0	0	5	17	0	0	0	26	0	20	0	0	0	0	0	2	0	8	0	0	118	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	152	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	265	"AWI"	265	9498	10844	10041	0	0	8	13	0	0	0	20	0	133	0	0	0	0	0	1	0	4	0	0	88	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	266	"AWI"	266	9512	10931	10076	0	0	4	12	0	0	0	15	0	19	0	0	0	0	0	0	0	3	0	0	25	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	267	"AWI"	267	9525	11018	10114	0	0	8	13	0	0	0	17	0	28	0	6	0	0	0	0	1	12	0	2	111	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	268	"AWI"	268	9548	11112	10146	0	0	5	16	0	0	0	19	0	24	0	0	0	0	0	1	3	4	0	0	114	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	269	"AWI"	269	9566	11209	10181	0	0	10	14	0	0	0	13	0	94	0	0	0	0	0	0	1	10	0	0	56	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	2	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	270	"AWI"	270	9576	11317	10217	0	0	4	17	0	0	0	24	0	30	0	0	0	0	0	2	2	13	0	1	83	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	1	0	0	0	0
3090	4025	"Dvur Anšov"	48.776394	16.4207	275	"AWI"	275	9763	11723	10517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
