"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Ilex"	"Indeterminable"	"Lamiaceae"	"Malvaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"
23804	41243	"Tilbury Fort"	51.45583	0.37611	471	"AWI"	471	4003	4383	4175	0	25	1	0	0	1	0	1	3	0	0	0	107	6	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	19	3
23804	41243	"Tilbury Fort"	51.45583	0.37611	479	"AWI"	479	4176	4614	4367	0	23	0	0	1	2	0	2	0	0	0	0	106	0	0	0	0	1	0	0	0	0	0	2	0	0	51	0	0	88	0	0	0	0	0	1	0	5	0	13	2
23804	41243	"Tilbury Fort"	51.45583	0.37611	487	"AWI"	487	4420	4782	4552	0	30	3	2	1	1	0	4	0	0	0	0	94	1	0	0	0	1	0	0	0	0	0	2	0	0	30	0	0	89	0	0	0	0	0	12	0	3	0	22	6
23804	41243	"Tilbury Fort"	51.45583	0.37611	495	"AWI"	495	4579	5085	4797	0	24	2	2	2	0	0	3	0	0	0	0	130	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	88	0	1	0	0	0	0	0	0	0	6	2
23804	41243	"Tilbury Fort"	51.45583	0.37611	503	"AWI"	503	4780	5361	5071	0	12	6	7	0	0	0	5	2	0	0	0	84	35	0	0	0	6	0	4	0	0	0	2	0	0	0	0	0	119	0	0	0	0	0	1	0	0	0	4	1
23804	41243	"Tilbury Fort"	51.45583	0.37611	511	"AWI"	511	5028	5549	5322	1	12	47	12	0	0	0	1	0	0	0	0	58	23	0	0	0	7	0	0	0	1	0	2	0	0	36	0	0	85	0	0	0	4	0	1	0	0	0	6	2
23804	41243	"Tilbury Fort"	51.45583	0.37611	519	"AWI"	519	5425	5695	5578	0	5	43	20	0	0	0	4	0	0	0	0	38	25	0	0	0	3	0	1	0	0	0	4	0	0	0	0	0	101	0	0	0	2	0	0	0	2	0	5	3
23804	41243	"Tilbury Fort"	51.45583	0.37611	527	"AWI"	527	5553	5958	5744	0	10	9	5	0	1	0	4	0	0	0	3	23	19	0	1	0	4	0	0	0	0	0	5	0	0	0	0	0	99	0	0	0	1	0	2	0	0	0	10	4
23804	41243	"Tilbury Fort"	51.45583	0.37611	535	"AWI"	535	5698	6159	5918	0	5	3	1	0	1	0	1	1	0	0	0	33	29	1	0	0	14	0	3	0	4	0	5	0	0	60	0	0	65	0	0	0	0	0	0	0	0	0	17	5
23804	41243	"Tilbury Fort"	51.45583	0.37611	543	"AWI"	543	5861	6317	6100	0	18	14	1	1	0	0	4	0	0	0	0	27	40	0	0	0	9	0	2	0	1	0	4	0	0	56	0	0	101	0	0	0	0	0	1	0	0	0	13	15
23804	41243	"Tilbury Fort"	51.45583	0.37611	551	"AWI"	551	6065	6466	6280	0	17	2	0	1	0	0	3	0	0	0	0	40	58	1	0	0	8	0	0	0	0	0	6	0	0	48	0	0	88	0	0	0	0	0	1	0	0	0	10	17
23804	41243	"Tilbury Fort"	51.45583	0.37611	559	"AWI"	559	6326	6603	6452	0	13	20	7	2	0	0	1	0	0	0	0	42	25	0	0	0	7	0	0	0	0	0	3	0	0	75	0	0	79	0	0	0	0	0	1	0	0	0	15	7
23804	41243	"Tilbury Fort"	51.45583	0.37611	567	"AWI"	567	6464	6934	6643	0	15	12	3	0	0	0	5	0	0	0	0	63	2	0	0	0	6	0	0	0	1	0	7	0	0	87	0	0	85	0	0	0	0	0	1	0	0	0	11	6
23804	41243	"Tilbury Fort"	51.45583	0.37611	575	"AWI"	575	6588	7262	6843	0	21	16	0	0	1	0	5	0	0	0	0	72	4	0	0	0	5	0	0	0	0	0	11	0	0	62	0	0	85	0	0	0	0	0	0	0	0	0	12	9
23804	41243	"Tilbury Fort"	51.45583	0.37611	583	"AWI"	583	6722	7512	7043	0	15	33	0	2	0	0	3	0	1	0	0	71	8	0	0	0	9	0	2	0	0	0	12	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	7	15
23804	41243	"Tilbury Fort"	51.45583	0.37611	591	"AWI"	591	6863	7795	7248	0	14	20	0	0	1	0	1	0	0	0	0	68	11	0	0	0	0	0	3	0	0	0	24	0	0	68	0	0	77	0	0	0	1	0	1	0	0	0	5	12
23804	41243	"Tilbury Fort"	51.45583	0.37611	599	"AWI"	599	7021	8065	7453	0	11	25	0	1	2	0	4	0	0	0	0	69	6	0	0	0	3	0	0	0	0	0	35	0	0	0	0	0	111	0	0	0	0	0	2	0	0	0	10	8
23804	41243	"Tilbury Fort"	51.45583	0.37611	607	"AWI"	607	7169	8310	7662	0	10	18	0	1	2	0	3	0	0	0	0	59	11	0	0	0	4	0	0	0	0	1	47	0	0	44	0	0	82	0	0	0	0	0	4	0	0	1	8	7
23804	41243	"Tilbury Fort"	51.45583	0.37611	615	"AWI"	615	7333	8577	7863	0	11	11	1	1	0	0	3	2	0	0	0	34	20	0	0	0	3	3	0	0	1	1	104	0	0	22	0	0	67	0	0	0	0	0	1	0	0	0	2	12
23804	41243	"Tilbury Fort"	51.45583	0.37611	623	"AWI"	623	7486	8830	8063	0	12	15	1	1	0	0	3	1	0	0	0	34	22	0	0	0	3	1	2	0	0	3	83	0	0	12	0	0	79	0	0	0	0	0	5	0	0	0	9	9
23804	41243	"Tilbury Fort"	51.45583	0.37611	631	"AWI"	631	7664	9079	8268	0	21	22	0	0	1	0	2	5	0	1	0	56	9	0	0	0	2	1	2	0	0	1	39	0	0	0	0	0	92	0	0	0	0	0	6	0	0	0	8	15
23804	41243	"Tilbury Fort"	51.45583	0.37611	639	"AWI"	639	7838	9305	8472	0	32	17	0	0	4	0	2	0	1	0	0	71	11	0	0	0	1	0	0	0	0	0	32	0	0	0	0	0	69	0	0	0	1	0	0	0	0	0	4	12
