"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Aquifoliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Castanea"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rhamnaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
302	308	"Boundary Pond"	45.56667	-70.675	115	"AWI"	115	661	1540	1019	10	13	5	0	0	0	0	194	0	1	0	0	0	0	20	7	0	2	0	3	13	41	0	1	0	0	6	1	0	0	0	0	1	0	1	15	2
302	308	"Boundary Pond"	45.56667	-70.675	125	"AWI"	125	795	1795	1223	15	10	7	0	0	0	0	180	0	0	0	1	0	0	23	6	1	2	0	8	16	34	0	1	1	3	5	0	0	0	0	0	1	0	1	6	6
302	308	"Boundary Pond"	45.56667	-70.675	135	"AWI"	135	937	1966	1428	3	8	10	0	0	0	0	177	0	0	0	0	2	0	19	0	1	0	0	6	13	35	0	1	1	0	9	2	0	0	0	0	2	0	0	11	6
302	308	"Boundary Pond"	45.56667	-70.675	145	"AWI"	145	1136	2129	1634	7	12	3	0	0	1	0	265	0	0	1	0	0	0	8	9	0	2	0	5	5	49	0	0	1	0	12	1	0	0	0	0	2	0	0	1	10
302	308	"Boundary Pond"	45.56667	-70.675	155	"AWI"	155	1364	2315	1819	3	11	8	0	0	0	0	185	1	0	0	0	0	0	5	4	0	0	8	7	4	48	0	0	0	0	13	0	0	0	0	0	4	0	0	1	8
302	308	"Boundary Pond"	45.56667	-70.675	165	"AWI"	165	1596	2526	2008	6	6	6	0	0	0	0	189	1	0	0	0	0	0	11	5	1	1	2	3	7	32	0	1	0	0	9	0	0	0	0	0	2	0	0	8	1
302	308	"Boundary Pond"	45.56667	-70.675	170	"AWI"	170	1785	2648	2141	0	27	13	0	1	2	0	319	0	0	0	0	1	0	36	6	0	1	6	11	30	86	0	0	0	1	14	0	1	0	0	0	1	0	0	12	3
302	308	"Boundary Pond"	45.56667	-70.675	175	"AWI"	175	1877	2831	2279	2	14	13	0	0	1	0	243	0	0	2	0	2	0	12	4	2	2	3	13	7	51	0	0	0	2	16	0	0	0	1	0	4	0	0	46	5
302	308	"Boundary Pond"	45.56667	-70.675	185	"AWI"	185	2092	3313	2607	4	4	8	0	1	1	0	200	1	0	1	0	0	0	11	8	0	1	1	10	3	49	0	1	0	0	6	0	0	0	1	0	1	0	1	36	2
302	308	"Boundary Pond"	45.56667	-70.675	195	"AWI"	195	2301	3907	2963	4	6	11	0	1	0	2	211	1	0	0	0	0	0	4	5	0	0	3	2	9	44	0	1	0	0	7	0	0	0	0	0	1	0	1	61	5
302	308	"Boundary Pond"	45.56667	-70.675	200	"AWI"	200	2412	4088	3155	3	12	12	0	0	1	0	320	0	0	1	1	0	0	24	10	0	1	1	14	11	58	0	0	1	0	13	0	0	0	1	0	0	0	0	3	3
302	308	"Boundary Pond"	45.56667	-70.675	205	"AWI"	205	2502	4353	3342	6	11	7	0	0	0	0	159	1	1	0	0	0	0	21	4	1	2	0	12	6	38	1	1	0	0	13	0	1	0	1	0	0	0	0	11	6
302	308	"Boundary Pond"	45.56667	-70.675	215	"AWI"	215	2817	4650	3733	2	6	9	0	0	0	0	132	0	1	0	1	0	0	13	3	0	0	0	7	6	0	0	0	0	0	6	0	0	0	0	0	2	0	0	5	1
302	308	"Boundary Pond"	45.56667	-70.675	225	"AWI"	225	3173	4951	4096	3	14	9	1	0	1	0	221	1	0	0	1	0	0	9	3	1	0	5	10	9	0	0	2	0	0	11	0	0	0	0	0	0	0	0	8	3
302	308	"Boundary Pond"	45.56667	-70.675	235	"AWI"	235	3518	5248	4485	7	10	6	0	0	1	0	136	0	0	0	1	0	0	3	5	1	1	3	10	7	69	0	1	0	1	8	0	0	0	0	0	1	0	0	4	5
302	308	"Boundary Pond"	45.56667	-70.675	245	"AWI"	245	3893	5474	4862	2	11	6	0	0	0	0	194	0	0	1	0	1	0	16	2	0	0	0	15	6	59	0	0	0	0	23	0	0	0	0	0	2	0	0	3	4
302	308	"Boundary Pond"	45.56667	-70.675	255	"AWI"	255	4657	5639	5205	4	6	9	0	0	0	0	181	0	0	0	0	1	0	14	3	0	0	6	5	7	42	0	1	0	0	11	0	0	0	0	0	2	0	0	4	4
302	308	"Boundary Pond"	45.56667	-70.675	260	"AWI"	260	4894	5785	5387	3	8	19	0	1	0	0	300	0	0	1	0	1	0	12	12	1	0	1	5	9	108	0	1	0	1	24	0	1	0	0	0	3	0	0	52	11
302	308	"Boundary Pond"	45.56667	-70.675	265	"AWI"	265	5010	5945	5524	7	8	8	0	1	0	0	191	1	0	0	0	2	0	6	6	0	1	2	1	4	47	0	1	1	0	14	0	2	0	0	0	0	0	0	28	5
302	308	"Boundary Pond"	45.56667	-70.675	275	"AWI"	275	5170	6507	5771	1	9	8	0	0	1	0	236	0	0	2	0	0	0	8	14	0	0	4	6	11	110	0	2	0	2	25	0	0	0	0	0	4	0	0	35	4
302	308	"Boundary Pond"	45.56667	-70.675	285	"AWI"	285	5372	6822	6075	7	7	10	1	1	0	0	232	0	0	1	0	1	0	4	7	0	0	4	5	7	138	0	1	0	0	31	0	0	0	1	0	5	1	0	51	5
302	308	"Boundary Pond"	45.56667	-70.675	295	"AWI"	295	5631	7094	6361	8	11	6	0	0	0	0	156	0	0	1	0	1	0	7	10	0	1	1	6	10	211	0	0	0	2	45	0	0	0	0	0	9	0	0	18	8
302	308	"Boundary Pond"	45.56667	-70.675	305	"AWI"	305	5893	7351	6655	14	34	20	0	0	1	0	296	1	0	2	0	0	0	11	14	0	1	0	8	23	441	0	2	0	2	87	0	1	0	0	0	18	0	0	26	17
302	308	"Boundary Pond"	45.56667	-70.675	315	"AWI"	315	6129	7635	6953	16	33	29	1	0	2	0	307	1	0	8	0	1	0	2	16	1	2	0	16	26	398	0	4	0	6	71	0	2	0	1	0	17	0	2	40	19
302	308	"Boundary Pond"	45.56667	-70.675	325	"AWI"	325	6474	7812	7244	18	21	26	1	0	1	0	218	1	0	3	0	1	0	6	31	0	0	1	10	25	350	0	3	0	6	63	0	1	0	0	0	11	0	0	35	12
302	308	"Boundary Pond"	45.56667	-70.675	335	"AWI"	335	7018	8052	7495	12	25	21	1	0	2	3	230	1	0	3	0	1	0	7	9	2	3	3	21	42	298	0	3	0	2	76	0	0	0	0	0	8	0	0	20	14
302	308	"Boundary Pond"	45.56667	-70.675	339	"AWI"	339	7231	8128	7598	14	11	19	0	0	0	0	192	0	0	2	0	0	1	1	16	0	3	0	6	23	302	0	1	1	4	53	0	0	0	0	0	6	0	0	14	19
302	308	"Boundary Pond"	45.56667	-70.675	345	"AWI"	345	7517	8567	7954	14	8	19	0	0	1	0	185	0	0	2	1	1	0	3	9	1	2	4	9	45	159	0	2	0	6	31	0	2	0	1	0	4	0	0	2	4
302	308	"Boundary Pond"	45.56667	-70.675	350	"AWI"	350	7642	9449	8342	23	3	8	1	0	0	0	197	0	0	2	0	1	0	1	5	0	3	3	11	43	240	0	1	2	3	37	0	0	0	0	0	4	1	0	10	8
302	308	"Boundary Pond"	45.56667	-70.675	355	"AWI"	355	7718	10440	8717	38	12	13	0	0	0	2	285	0	0	5	0	0	0	0	8	0	4	5	11	65	299	0	0	1	7	49	0	1	0	1	0	7	0	0	5	7
302	308	"Boundary Pond"	45.56667	-70.675	360	"AWI"	360	8082	10717	9167	40	7	18	2	0	2	0	176	1	0	7	2	1	0	1	6	0	0	14	10	59	241	0	1	1	1	34	0	0	0	3	0	2	0	0	5	9
302	308	"Boundary Pond"	45.56667	-70.675	365	"AWI"	365	8276	11064	9657	51	6	14	1	0	0	0	242	2	0	2	1	0	0	3	14	0	0	2	16	42	357	0	1	0	4	57	0	0	0	2	0	4	1	0	12	7
302	308	"Boundary Pond"	45.56667	-70.675	370	"AWI"	370	8576	11537	10090	30	9	17	1	0	2	0	242	0	0	5	1	0	0	1	11	0	1	3	12	43	291	0	1	3	7	58	0	1	0	2	0	0	0	0	4	14
302	308	"Boundary Pond"	45.56667	-70.675	375	"AWI"	375	9304	11697	10520	36	1	15	0	0	1	0	268	0	1	0	0	1	0	0	17	0	6	7	13	55	212	0	0	1	7	55	0	2	0	0	0	0	0	0	1	8
302	308	"Boundary Pond"	45.56667	-70.675	380	"AWI"	380	9693	11991	10982	56	0	15	0	0	1	2	203	0	1	0	0	1	0	0	4	1	0	4	4	60	119	0	2	4	9	28	0	0	0	5	0	0	0	0	2	2
302	308	"Boundary Pond"	45.56667	-70.675	385	"AWI"	385	10260	12303	11372	1	0	20	1	0	1	0	142	1	0	0	0	26	1	0	0	0	1	1	3	26	59	0	0	3	4	4	0	0	0	10	0	0	6	0	1	2
302	308	"Boundary Pond"	45.56667	-70.675	392	"AWI"	392	10895	12764	11880	2	0	43	0	0	9	0	94	0	0	0	1	106	1	0	0	0	0	0	3	35	35	0	0	9	1	4	1	0	0	20	0	0	9	0	3	2
302	308	"Boundary Pond"	45.56667	-70.675	394	"AWI"	394	11008	13026	12029	3	0	24	0	0	6	0	55	0	0	2	1	72	1	1	2	0	0	3	21	85	48	0	0	13	1	6	0	0	0	8	0	0	9	0	0	5
302	308	"Boundary Pond"	45.56667	-70.675	400	"AWI"	400	11301	13749	12406	1	0	37	1	0	13	0	47	0	0	0	0	65	0	0	0	0	0	0	18	66	0	0	0	11	1	4	0	0	0	10	0	0	2	0	2	0
302	308	"Boundary Pond"	45.56667	-70.675	407	"AWI"	407	11520	14654	12786	0	0	14	0	0	5	0	15	0	0	0	0	27	0	0	1	0	0	0	9	24	0	0	0	3	1	1	0	0	6	5	0	0	1	0	1	2
302	308	"Boundary Pond"	45.56667	-70.675	410	"AWI"	410	11595	15151	12934	0	0	25	0	0	2	0	18	0	0	0	0	79	0	1	0	0	0	0	9	45	0	0	0	3	1	7	0	1	1	4	0	0	2	0	0	0
